Date,gross_return,long_contribution,short_contribution,market_return,turnover,transaction_cost,net_return,K
2025-05-30,0.00755670965,0.00211598165,0.005440728,-0.00332474635,0.0,0.0,0.00755670965,1
2025-06-02,0.0015867001500000002,0.003891971,-0.00230527085,0.00619724185,0.0,0.0,0.0015867001500000002,1
2025-06-03,0.016640773400000003,-0.0011069266,0.0177477,-0.0188546266,0.0,0.0,0.016640773400000003,1
2025-06-04,0.06590061350000001,-0.0053988565,0.07129947,-0.0766983265,0.0,0.0,0.06590061350000001,1
2025-06-05,-0.010135935,0.008199158,-0.018335093,0.026534251000000002,0.0,0.0,-0.010135935,1
2025-06-06,-0.028825090499999997,-0.006056284,-0.0227688065,0.0167125225,0.0,0.0,-0.028825090499999997,1
2025-06-09,-0.030307381799999998,-0.0019354683,-0.0283719135,0.0264364452,1.0,0.001,-0.0313073818,1
2025-06-10,-0.00794134025,0.00180493375,-0.009746274,0.011551207749999999,1.0,0.001,-0.008941340249999999,1
2025-06-11,0.0071738696000000005,0.0066120665,0.0005618031,0.0060502634,1.0,0.001,0.0061738696000000004,1
2025-06-12,0.0034821650000000006,-0.0040825355,0.0075647005,-0.011647236,0.0,0.0,0.0034821650000000006,1
2025-06-13,-0.010090057500000001,0.004400451,-0.0144905085,0.0188909595,0.0,0.0,-0.010090057500000001,1
2025-06-16,0.002334419,-0.0011478905,0.0034823095,-0.0046302,0.0,0.0,0.002334419,1
2025-06-17,0.0033480539,0.0023010315,0.0010470224,0.0012540091,0.0,0.0,0.0033480539,1
2025-06-18,0.006687112,-0.0029568805,0.0096439925,-0.012600873,0.0,0.0,0.006687112,1
2025-06-20,0.021910363,0.009007142,0.012903221,-0.003896079,1.0,0.001,0.020910362999999998,1
2025-06-23,0.019442288000000002,0.004228388,0.0152139,-0.010985512000000001,0.0,0.0,0.019442288000000002,1
2025-06-24,0.00206513275,0.002203616,-0.00013848325,0.0023420992499999997,0.0,0.0,0.00206513275,1
2025-06-25,0.0009038410000000007,0.00837822,-0.007474379,0.015852599000000002,1.0,0.001,-9.615899999999931e-05,1
2025-06-26,0.017150098500000002,0.0143771385,0.00277296,0.011604178500000001,0.0,0.0,0.017150098500000002,1
2025-06-27,0.0007810035000000003,-0.0064415175,0.007222521,-0.0136640385,0.0,0.0,0.0007810035000000003,1
2025-06-30,-0.0077854963,-0.0011065103,-0.006678986,0.005572475699999999,0.0,0.0,-0.0077854963,1
2025-07-01,-0.0003227579999999994,0.0079617725,-0.0082845305,0.016246303,0.0,0.0,-0.0003227579999999994,1
2025-07-02,-0.00268672775,0.00249109675,-0.0051778245,0.00766892125,0.0,0.0,-0.00268672775,1
2025-07-03,-0.002773693,-0.0076310445,0.0048573515,-0.012488395999999999,0.0,0.0,-0.002773693,1
2025-07-07,-0.0149651791,-0.0011050706,-0.0138601085,0.012755037899999998,1.0,0.001,-0.0159651791,1
2025-07-08,0.0107075905,0.008999954,0.0017076365,0.007292317499999999,1.0,0.001,0.009707590499999998,1
2025-07-09,-0.00121971125,0.00374512025,-0.0049648315,0.00870995175,0.0,0.0,-0.00121971125,1
2025-07-10,-0.00034063849999999983,0.001834602,-0.0021752405,0.0040098425,1.0,0.001,-0.0013406384999999999,1
2025-07-11,0.00624275717,-0.00029804633,0.0065408035,-0.00683884983,0.0,0.0,0.00624275717,1
2025-07-14,0.0072161165000000005,0.0027832105,0.004432906,-0.0016496955000000002,0.0,0.0,0.0072161165000000005,1
2025-07-15,0.002813595425,-0.000197654575,0.00301125,-0.003208904575,0.0,0.0,0.002813595425,1
2025-07-16,0.00855183215,0.0060123795,0.00253945265,0.0034729268499999995,0.0,0.0,0.00855183215,1
2025-07-17,0.0158066637,-0.0016123038,0.0174189675,-0.0190312713,0.0,0.0,0.0158066637,1
2025-07-18,-0.0012892947044999999,9.8188955e-06,-0.0012991136,0.0013089324955,0.0,0.0,-0.0012892947044999999,1
2025-07-21,-0.00696302025,-0.0046955455,-0.00226747475,-0.0024280707500000005,0.0,0.0,-0.00696302025,1
2025-07-22,-0.005809436,0.00059373125,-0.00640316725,0.0069968985,0.0,0.0,-0.005809436,1
2025-07-23,0.0010403225000000004,0.0049519035,-0.003911581,0.008863484500000001,0.0,0.0,0.0010403225000000004,1
2025-07-24,0.0045298518,0.00276973865,0.00176011315,0.0010096254999999998,0.0,0.0,0.0045298518,1
2025-07-25,-0.005887906300000001,-0.0011777618,-0.0047101445,0.0035323827,0.0,0.0,-0.005887906300000001,1
2025-07-28,-0.009968564,-0.0035077,-0.006460864,0.0029531640000000003,1.0,0.001,-0.010968564,1
2025-07-29,0.0150524855,0.010711616,0.0043408695,0.0063707465,0.0,0.0,0.0150524855,1
2025-07-30,-0.0027429651,-0.0039047695,0.0011618044,-0.0050665738999999994,0.0,0.0,-0.0027429651,1
2025-07-31,-0.0027084699999999993,-0.011665778,0.008957308,-0.020623086,0.0,0.0,-0.0027084699999999993,1
2025-08-01,0.028427150499999998,0.018075095,0.0103520555,0.007723039499999999,0.0,0.0,0.028427150499999998,1
2025-08-04,-0.0042279966,-0.004833389,0.0006053924,-0.0054387813999999994,0.0,0.0,-0.0042279966,1
2025-08-05,0.00665725605,0.0032536837,0.00340357235,-0.00014988864999999994,0.0,0.0,0.00665725605,1
2025-08-06,0.0063910046500000005,0.0037621155,0.00262888915,0.00113322635,0.0,0.0,0.0063910046500000005,1
2025-08-07,0.0013269437500000002,0.005338273,-0.00401132925,0.00934960225,0.0,0.0,0.0013269437500000002,1
2025-08-08,0.00278968355,-0.00175152895,0.0045412125,-0.00629274145,0.0,0.0,0.00278968355,1
2025-08-11,0.0016036739999999998,0.003021014,-0.00141734,0.004438354,0.0,0.0,0.0016036739999999998,1
2025-08-12,-0.011211407999999999,-0.00428592,-0.006925488,0.0026395679999999993,0.0,0.0,-0.011211407999999999,1
2025-08-13,-0.00012990445000000007,0.0011840053,-0.00131390975,0.00249791505,1.0,0.001,-0.00112990445,1
2025-08-14,-0.0062944282,-0.004312679,-0.0019817492,-0.0023309297999999997,0.0,0.0,-0.0062944282,1
2025-08-15,0.0032425851999999997,0.0043224825,-0.0010798973,0.005402379799999999,1.0,0.001,0.0022425851999999997,1
2025-08-18,-0.020778605649999997,-0.017499037,-0.00327956865,-0.014219468349999998,0.0,0.0,-0.020778605649999997,1
2025-08-19,-0.005849881150000001,-0.00068320865,-0.0051666725,0.00448346385,0.0,0.0,-0.005849881150000001,1
2025-08-20,-0.00442221925,-0.0011972729,-0.00322494635,0.00202767345,0.0,0.0,-0.00442221925,1
2025-08-21,-0.0007827744999999997,0.0086010805,-0.009383855,0.0179849355,0.0,0.0,-0.0007827744999999997,1
2025-08-22,0.0030457443500000003,0.0051125715,-0.00206682715,0.00717939865,0.0,0.0,0.0030457443500000003,1
2025-08-25,0.006568893249999999,0.0054502265,0.00111866675,0.00433155975,0.0,0.0,0.006568893249999999,1
2025-08-26,-0.0061184021500000005,-0.00046767165,-0.0056507305,0.00518305885,0.0,0.0,-0.0061184021500000005,1
2025-08-27,-0.0065979237,-0.0039371735,-0.0026607502,-0.0012764233000000002,0.0,0.0,-0.0065979237,1
2025-08-28,-0.020769731,-0.01662326,-0.004146471,-0.012476789000000002,0.0,0.0,-0.020769731,1
2025-08-29,-0.003005822,-0.0097599625,0.0067541405,-0.016514103000000002,1.0,0.001,-0.004005822,1
2025-09-02,-0.00764899905,-0.0004683893,-0.00718060975,0.00671222045,0.0,0.0,-0.00764899905,1
2025-09-03,-0.0035971985000000004,0.0030477215,-0.00664492,0.0096926415,0.0,0.0,-0.0035971985000000004,1
2025-09-04,-0.031696625,-0.01351508,-0.018181545,0.004666465,0.0,0.0,-0.031696625,1
2025-09-05,0.0101894124,0.00386173815,0.00632767425,-0.0024659361,0.0,0.0,0.0101894124,1
2025-09-08,0.0036368127499999997,0.00727817275,-0.00364136,0.01091953275,1.0,0.001,0.0026368127499999997,1
2025-09-09,0.0108778935,0.01923761,-0.0083597165,0.027597326499999998,0.0,0.0,0.0108778935,1
2025-09-10,0.0011770794999999999,-0.0004229251,0.0016000046,-0.0020229297,0.0,0.0,0.0011770794999999999,1
2025-09-11,0.001745174585,0.0018343277,-8.9153115e-05,0.001923480815,0.0,0.0,0.001745174585,1
2025-09-12,-0.0010438434799999998,-0.00019684738,-0.0008469961,0.00065014872,0.0,0.0,-0.0010438434799999998,1
2025-09-15,-0.018442491,-0.0080731035,-0.0103693875,0.002296284000000001,0.0,0.0,-0.018442491,1
2025-09-16,-0.01578289365,-0.013123316,-0.00265957765,-0.01046373835,0.0,0.0,-0.01578289365,1
2025-09-17,0.0233684485,0.01747028,0.0058981685,0.011572111500000001,0.0,0.0,0.0233684485,1
2025-09-18,0.0060912815,0.001219835,0.0048714465,-0.0036516115000000005,0.0,0.0,0.0060912815,1
2025-09-19,0.0231866584,0.0196411925,0.0035454659,0.016095726600000002,0.0,0.0,0.0231866584,1
2025-09-22,-0.022720524,-0.014105981,-0.008614543,-0.0054914379999999995,0.0,0.0,-0.022720524,1
2025-09-23,-0.0239809245,-0.0040912885,-0.019889636,0.015798347499999997,1.0,0.001,-0.0249809245,1
2025-09-24,0.0239408635,0.0020343235,0.02190654,-0.019872216499999998,0.0,0.0,0.0239408635,1
2025-09-25,-0.01868092125,0.00140691525,-0.0200878365,0.021494751750000003,0.0,0.0,-0.01868092125,1
2025-09-26,0.00707968075,0.0102699595,-0.00319027875,0.01346023825,0.0,0.0,0.00707968075,1
2025-09-29,0.011301671999999999,0.0130051645,-0.0017034925,0.014708657,0.0,0.0,0.011301671999999999,1
2025-09-30,-0.011298056,0.005274159,-0.016572215,0.021846374000000002,1.0,0.001,-0.012298056000000002,1
2025-10-01,0.0327136945,0.0071837325,0.025529962,-0.0183462295,0.0,0.0,0.0327136945,1
2025-10-02,0.00735665425,0.00028095075,0.0070757035,-0.00679475275,0.0,0.0,0.00735665425,1
2025-10-03,-0.0314990465,-0.0042557005,-0.027243346,0.0229876455,0.0,0.0,-0.0314990465,1
2025-10-06,0.0236105362,0.0013711492,0.022239387,-0.020868237799999998,0.0,0.0,0.0236105362,1
2025-10-07,0.0070451164999999994,0.0135102925,-0.006465176,0.0199754685,0.0,0.0,0.0070451164999999994,1
2025-10-08,-0.002725662,-0.0063158895,0.0035902275,-0.009906116999999999,1.0,0.001,-0.003725662,1
2025-10-09,0.015045560000000001,-0.010267864,0.025313424,-0.035581288,0.0,0.0,0.015045560000000001,1
2025-10-10,-0.011077986500000001,0.0160206185,-0.027098605,0.0431192235,0.0,0.0,-0.011077986500000001,1
2025-10-13,0.01030167535,0.00266230385,0.0076393715,-0.00497706765,0.0,0.0,0.01030167535,1
2025-10-14,0.014394758300000001,0.0113668675,0.0030278908,0.0083389767,1.0,0.001,0.0133947583,1
2025-10-15,0.00520198665,0.00085649015,0.0043454965,-0.0034890063499999997,0.0,0.0,0.00520198665,1
2025-10-16,-0.003572028,0.00365862,-0.007230648,0.010889268,0.0,0.0,-0.003572028,1
2025-10-17,0.004366148,0.0064153325,-0.0020491845,0.008464517,0.0,0.0,0.004366148,1
2025-10-20,-0.011913404475,-0.011869032,-4.4372475e-05,-0.011824659525,0.0,0.0,-0.011913404475,1
2025-10-21,-0.006416843299999999,0.0024555067,-0.00887235,0.0113278567,0.0,0.0,-0.006416843299999999,1
2025-10-22,-0.0003215245000000007,0.0052141455,-0.00553567,0.010749815499999999,1.0,0.001,-0.0013215245000000007,1
2025-10-23,0.013797316,0.0112537845,0.0025435315,0.008710253000000001,0.0,0.0,0.013797316,1
2025-10-24,0.01165633615,0.014039555,-0.00238321885,0.01642277385,0.0,0.0,0.01165633615,1
2025-10-27,0.0005820072499999997,-0.003342404,0.00392441125,-0.00726681525,1.0,0.001,-0.0004179927500000003,1
2025-10-28,0.007100316999999999,0.0132725565,-0.0061722395,0.019444796,0.0,0.0,0.007100316999999999,1
2025-10-29,0.0201402805,0.0125833925,0.007556888,0.0050265045,0.0,0.0,0.0201402805,1
2025-10-30,0.0009234603499999999,-0.0005151847,0.00143864505,-0.00195382975,0.0,0.0,0.0009234603499999999,1
2025-10-31,0.0071220287,0.0044987375,0.0026232912,0.0018754463,0.0,0.0,0.0071220287,1
2025-11-03,-0.012561187750000001,-0.010891021,-0.00167016675,-0.00922085425,0.0,0.0,-0.012561187750000001,1
2025-11-04,0.00220017713,0.00018517248,0.00201500465,-0.00182983217,1.0,0.001,0.00120017713,1
2025-11-05,-0.00429150185,-0.00068491285,-0.003606589,0.00292167615,0.0,0.0,-0.00429150185,1
2025-11-06,-0.0142872075,-0.0024094815,-0.011877726,0.0094682445,0.0,0.0,-0.0142872075,1
2025-11-07,-0.0019911987,0.0022743123,-0.004265511,0.006539823299999999,0.0,0.0,-0.0019911987,1
2025-11-10,0.01710076575,0.0108006335,0.00630013225,0.00450050125,1.0,0.001,0.01610076575,1
2025-11-11,0.007025462999999999,-0.003233385,0.010258848,-0.013492233,0.0,0.0,0.007025462999999999,1
2025-11-12,0.0322703668,-0.0009507382,0.033221105,-0.0341718432,0.0,0.0,0.0322703668,1
2025-11-13,0.0149391125,0.008856952,0.0060821605,0.0027747914999999993,2.0,0.002,0.0129391125,1
2025-11-14,-0.002638100000000001,-0.009386365,0.006748265,-0.01613463,1.0,0.001,-0.003638100000000001,1
2025-11-17,-0.019776618,-0.014040735,-0.005735883,-0.008304852000000001,0.0,0.0,-0.019776618,1
2025-11-18,0.021282857,0.0142258275,0.0070570295,0.007168798,0.0,0.0,0.021282857,1
2025-11-19,-0.01435627975,-0.015762359,0.00140607925,-0.01716843825,0.0,0.0,-0.01435627975,1
2025-11-20,-0.005127916765000001,-0.004871539,-0.000256377765,-0.004615161235,0.0,0.0,-0.005127916765000001,1
2025-11-21,0.0149985875,0.010258262,0.0047403255,0.005517936500000001,0.0,0.0,0.0149985875,1
2025-11-24,-0.006660605500000001,-0.01295538,0.0062947745,-0.0192501545,0.0,0.0,-0.006660605500000001,1
2025-11-25,0.00572559775,0.006860886,-0.00113528825,0.00799617425,0.0,0.0,0.00572559775,1
2025-11-26,-0.01405251,-0.009042506,-0.005010004,-0.004032502,0.0,0.0,-0.01405251,1
2025-11-28,0.0051861505,0.008248642,-0.0030624915,0.0113111335,0.0,0.0,0.0051861505,1
2025-12-01,0.0096384575,0.0042796275,0.00535883,-0.0010792025000000002,0.0,0.0,0.0096384575,1
2025-12-02,-0.0156397115,-0.0051526335,-0.010487078,0.0053344445,0.0,0.0,-0.0156397115,1
2025-12-03,0.013381651000000001,0.010580268,0.002801383,0.007778885,0.0,0.0,0.013381651000000001,1
2025-12-04,-8.381625000000031e-05,-0.0026448015,0.00256098525,-0.00520578675,0.0,0.0,-8.381625000000031e-05,1
2025-12-05,-0.005307543499999999,0.008606999,-0.0139145425,0.0225215415,1.0,0.001,-0.006307543499999999,1
2025-12-08,-0.00803265835,-0.00156295635,-0.006469702,0.00490674565,0.0,0.0,-0.00803265835,1
2025-12-09,-0.008671229,-0.003216706,-0.005454523,0.002237817,1.0,0.001,-0.009671229,1
2025-12-10,-0.0077538955,-0.0077538955,0.0,-0.0077538955,0.0,0.0,-0.0077538955,1
2025-12-11,-0.01332071425,-0.0163322615,0.00301154725,-0.01934380875,0.0,0.0,-0.01332071425,1
2025-12-12,-0.0030320319999999996,-0.0074925285,0.0044604965,-0.011953024999999999,1.0,0.001,-0.004032032,1
2025-12-15,0.0139895303,0.0009120693,0.013077461,-0.0121653917,0.0,0.0,0.0139895303,1
2025-12-16,-0.016946199500000002,-0.005043463,-0.0119027365,0.0068592735000000005,0.0,0.0,-0.016946199500000002,1
2025-12-17,0.00434871975,0.00064372345,0.0037049963,-0.00306127285,0.0,0.0,0.00434871975,1
2025-12-18,0.0020752511,0.002718802,-0.0006435509,0.0033623529,0.0,0.0,0.0020752511,1
2025-12-19,-0.011188936,-0.004933035,-0.006255901,0.0013228660000000007,0.0,0.0,-0.011188936,1
2025-12-22,-0.0028096314,0.00256486635,-0.00537449775,0.0079393641,0.0,0.0,-0.0028096314,1
2025-12-23,0.0028266451500000003,0.00266188315,0.000164762,0.00249712115,1.0,0.001,0.0018266451500000003,1
2025-12-24,0.009768419,-0.0007486715,0.0105170905,-0.011265761999999999,0.0,0.0,0.009768419,1
2025-12-26,0.01702027135,0.00065840635,0.016361865,-0.01570345865,0.0,0.0,0.01702027135,1
2025-12-29,0.0044254692000000005,-0.0012420333,0.0056675025,-0.0069095358,0.0,0.0,0.0044254692000000005,1
2025-12-30,0.0029485538,-0.0022337532,0.005182307,-0.0074160601999999996,0.0,0.0,0.0029485538,1
2025-12-31,0.01138925935,-0.00156323765,0.012952497,-0.01451573465,0.0,0.0,0.01138925935,1
2026-01-02,-0.017966215,-0.006918539,-0.011047676,0.004129137,1.0,0.001,-0.018966215,1
2026-01-05,0.008023250999999999,-0.009167254,0.017190505,-0.026357758999999998,0.0,0.0,0.008023250999999999,1
2026-01-06,0.006705515200000001,-0.0038686448,0.01057416,-0.0144428048,0.0,0.0,0.006705515200000001,1
2026-01-07,-0.021128967499999998,-0.0024775675,-0.0186514,0.0161738325,0.0,0.0,-0.021128967499999998,1
2026-01-08,-0.0062787147,0.00063690305,-0.00691561775,0.0075525208,0.0,0.0,-0.0062787147,1
2026-01-09,0.004023655,0.001696385,0.00232727,-0.0006308850000000003,0.0,0.0,0.004023655,1
2026-01-12,-0.008581466999999999,0.0015370285,-0.0101184955,0.011655524,0.0,0.0,-0.008581466999999999,1
2026-01-13,-0.016549506000000002,-0.002087713,-0.014461793,0.01237408,0.0,0.0,-0.016549506000000002,1
2026-01-14,0.0007430646500000003,-0.00336594135,0.004109006,-0.00747494735,0.0,0.0,0.0007430646500000003,1
2026-01-15,-0.00813227425,-0.005189524,-0.00294275025,-0.00224677375,0.0,0.0,-0.00813227425,1
