Date,Ticker,prediction,base_position,portfolio_side,actual_return,exposure_multiplier,targeted_position
2025-02-12,GOOGL,-0.0016056150197982,0.25,LONG,0.013779156,1.0,0.25
2025-02-12,NVDA,-0.0169274359941482,0.25,LONG,0.03164542,1.0,0.25
2025-02-12,TSLA,-0.067073605954647,-0.25,SHORT,0.057739716,1.0,-0.25
2025-02-12,XOM,-0.128967672586441,-0.25,SHORT,0.007266092,1.0,-0.25
2025-02-13,GOOGL,0.0012513399124145,0.25,LONG,-0.004888812,1.0,0.25
2025-02-13,NVDA,-0.02295783162117,0.25,LONG,0.026313864,1.0,0.25
2025-02-13,TSLA,-0.0678438916802406,-0.25,SHORT,-0.00028096337,1.0,-0.25
2025-02-13,XOM,-0.1273076236248016,-0.25,SHORT,0.0010171504,1.0,-0.25
2025-02-14,GOOGL,0.0038864016532897,0.25,LONG,-0.0078821555,1.0,0.25
2025-02-14,NVDA,-0.0331777334213256,0.25,LONG,0.003961129,1.0,0.25
2025-02-14,AVGO,-0.0658608824014663,-0.25,SHORT,-0.019352878,1.0,-0.25
2025-02-14,XOM,-0.1278418004512787,-0.25,SHORT,0.017553687,1.0,-0.25
2025-02-18,GOOGL,0.0075220763683319,0.25,LONG,0.008162345,1.0,0.25
2025-02-18,AAPL,-0.0360919833183288,0.25,LONG,0.0016361834,1.0,0.25
2025-02-18,XOM,-0.1282974630594253,-0.25,SHORT,0.0014527225,1.0,-0.25
2025-02-18,META,-0.1311450004577636,-0.25,SHORT,-0.017588502,1.0,-0.25
2025-02-19,GOOGL,0.0079386532306671,0.25,LONG,-0.0038321582,1.0,0.25
2025-02-19,AMZN,-0.0360581278800964,0.25,LONG,-0.016546793,1.0,0.25
2025-02-19,XOM,-0.1263801008462906,-0.25,SHORT,0.01541245,1.0,-0.25
2025-02-19,META,-0.1331080794334411,-0.25,SHORT,-0.012688845,1.0,-0.25
2025-02-20,GOOGL,0.0093843936920166,0.25,LONG,-0.026549581,1.5,0.375
2025-02-20,AMZN,-0.0324312597513198,0.25,LONG,-0.028266344,1.5,0.375
2025-02-20,XOM,-0.1227920055389404,-0.25,SHORT,-0.011696302,1.5,-0.375
2025-02-20,META,-0.1321756243705749,-0.25,SHORT,-0.01624847,1.5,-0.375
2025-02-21,GOOGL,0.0138000845909118,0.25,LONG,-0.0022820905,1.5,0.375
2025-02-21,AMZN,-0.0259998738765716,0.25,LONG,-0.017868664,1.5,0.375
2025-02-21,XOM,-0.1217422932386398,-0.25,SHORT,0.00523969,1.5,-0.375
2025-02-21,META,-0.1254430264234542,-0.25,SHORT,-0.02255864,1.5,-0.375
2025-02-24,GOOGL,0.0114237964153289,0.25,LONG,-0.021366782,1.5,0.375
2025-02-24,NVDA,-0.0243310779333114,0.25,LONG,-0.028016672,1.5,0.375
2025-02-24,META,-0.1100632548332214,-0.25,SHORT,-0.01591014,1.5,-0.375
2025-02-24,XOM,-0.117891177535057,-0.25,SHORT,-0.013840196,1.5,-0.375
2025-02-25,GOOGL,0.0127190053462982,0.25,LONG,-0.0153348725,1.5,0.375
2025-02-25,AMZN,-0.0214520841836929,0.25,LONG,0.0072838487,1.5,0.375
2025-02-25,META,-0.0865490511059761,-0.25,SHORT,0.024638845,1.5,-0.375
2025-02-25,XOM,-0.1194697469472885,-0.25,SHORT,-0.0024605426,1.5,-0.375
2025-02-26,GOOGL,0.0123208165168762,0.25,LONG,-0.024488851,1.5,0.375
2025-02-26,NVDA,-0.0217242091894149,0.25,LONG,-0.08478063,1.5,0.375
2025-02-26,META,-0.0648701414465904,-0.25,SHORT,-0.022947915,1.5,-0.375
2025-02-26,XOM,-0.1185277849435806,-0.25,SHORT,0.0063036527,1.5,-0.375
2025-02-27,GOOGL,0.0156760215759277,0.25,LONG,0.010563671,1.5,0.375
2025-02-27,NVDA,-0.0122471004724502,0.25,LONG,0.039700292,1.5,0.375
2025-02-27,AAPL,-0.0461992174386978,-0.25,SHORT,0.019131863,1.5,-0.375
2025-02-27,XOM,-0.1220704168081283,-0.25,SHORT,0.010712611,1.5,-0.375
2025-02-28,GOOGL,0.0149585604667663,0.25,LONG,-0.019203644,1.5,0.375
2025-02-28,NVDA,-0.0132663547992706,0.25,LONG,-0.08693561,1.5,0.375
2025-02-28,AAPL,-0.0435364842414855,-0.25,SHORT,-0.015754234,1.5,-0.375
2025-02-28,XOM,-0.1208776608109474,-0.25,SHORT,-0.03206677,1.5,-0.375
2025-03-03,GOOGL,0.0184646844863891,0.25,LONG,0.023411907,1.5,0.375
2025-03-03,NVDA,0.0010288059711456,0.25,LONG,0.016920894,1.5,0.375
2025-03-03,MSFT,-0.0392206311225891,-0.25,SHORT,0.00030868672,1.5,-0.375
2025-03-03,XOM,-0.1228819638490676,-0.25,SHORT,-0.0020415082,1.5,-0.375
2025-03-04,GOOGL,0.0144917666912078,0.25,LONG,0.01228631,1.5,0.375
2025-03-04,NVDA,0.0069605708122253,0.25,LONG,0.011294168,1.5,0.375
2025-03-04,MSFT,-0.0381940305233001,-0.25,SHORT,0.031934448,1.5,-0.375
2025-03-04,XOM,-0.1194643080234527,-0.25,SHORT,-0.019527659,1.5,-0.375
2025-03-05,META,0.0091353207826614,0.25,LONG,-0.043475088,1.5,0.375
2025-03-05,GOOGL,0.0078497976064682,0.25,LONG,-0.0038723932,1.5,0.375
2025-03-05,MSFT,-0.0437535643577575,-0.25,SHORT,-0.010298769,1.5,-0.375
2025-03-05,XOM,-0.1161070019006729,-0.25,SHORT,0.020675207,1.5,-0.375
2025-03-06,NVDA,0.0209162831306457,0.25,LONG,0.019173434,1.5,0.375
2025-03-06,META,0.011947363615036,0.25,LONG,-0.0036149793,1.5,0.375
2025-03-06,MSFT,-0.0439042747020721,-0.25,SHORT,-0.00902003,1.5,-0.375
2025-03-06,XOM,-0.1109113097190857,-0.25,SHORT,0.013008837,1.5,-0.375
2025-03-07,NVDA,0.0215110033750534,0.25,LONG,-0.05067006,1.5,0.375
2025-03-07,META,0.0089174658060073,0.25,LONG,-0.04422525,1.5,0.375
2025-03-07,MSFT,-0.0475195050239563,-0.25,SHORT,-0.0334343,1.5,-0.375
2025-03-07,XOM,-0.1067336052656173,-0.25,SHORT,0.025499893,1.5,-0.375
2025-03-10,NVDA,0.0339635759592056,0.25,LONG,0.016638564,1.5,0.375
2025-03-10,META,0.0096134543418884,0.25,LONG,0.012909979,1.5,0.375
2025-03-10,MSFT,-0.0422755777835845,-0.25,SHORT,0.00076288055,1.5,-0.375
2025-03-10,XOM,-0.1013357043266296,-0.25,SHORT,-0.023613693,1.5,-0.375
2025-03-11,NVDA,0.0314090847969055,0.25,LONG,0.06427597,1.5,0.375
2025-03-11,GOOGL,0.0036884546279907,0.25,LONG,0.018715052,1.5,0.375
2025-03-11,MSFT,-0.0428469777107238,-0.25,SHORT,0.0074122273,1.5,-0.375
2025-03-11,XOM,-0.0957446247339248,-0.25,SHORT,-0.0002747805,1.5,-0.375
2025-03-12,NVDA,0.0158388018608093,0.25,LONG,-0.0013824244,1.435663190051897,0.35891579751297426
2025-03-12,AAPL,-0.0010052472352981,0.25,LONG,-0.03364364,1.435663190051897,0.35891579751297426
2025-03-12,MSFT,-0.045776680111885,-0.25,SHORT,-0.0117410645,1.435663190051897,-0.35891579751297426
2025-03-12,XOM,-0.0903498232364654,-0.25,SHORT,-0.0042151674,1.435663190051897,-0.35891579751297426
2025-03-13,NVDA,0.0112961381673812,0.25,LONG,0.052690748,1.4346273261580482,0.35865683153951206
2025-03-13,AAPL,0.006425529718399,0.25,LONG,0.018170564,1.4346273261580482,0.35865683153951206
2025-03-13,MSFT,-0.0461291670799255,-0.25,SHORT,0.025846777,1.4346273261580482,-0.35865683153951206
2025-03-13,XOM,-0.0899174362421035,-0.25,SHORT,0.029723126,1.4346273261580482,-0.35865683153951206
2025-03-14,AAPL,0.008154273033142,0.25,LONG,0.002388868,1.4265947591482238,0.35664868978705594
2025-03-14,NVDA,-0.0046808719635009,0.25,LONG,-0.01758853,1.4265947591482238,0.35664868978705594
2025-03-14,MSFT,-0.0493600666522979,-0.25,SHORT,0.00036051997,1.4265947591482238,-0.35664868978705594
2025-03-14,XOM,-0.0869551375508308,-0.25,SHORT,0.016621877,1.4265947591482238,-0.35664868978705594
2025-03-17,AAPL,0.0095438063144683,0.25,LONG,-0.0061214715,1.4322881234575906,0.35807203086439765
2025-03-17,NVDA,-0.0062890499830245,0.25,LONG,-0.034301057,1.4322881234575906,0.35807203086439765
2025-03-17,MSFT,-0.0505806356668472,-0.25,SHORT,-0.013326568,1.4322881234575906,-0.35807203086439765
2025-03-17,XOM,-0.0883901938796043,-0.25,SHORT,-0.0010548184,1.4322881234575906,-0.35807203086439765
2025-03-18,AAPL,0.0122301578521728,0.25,LONG,0.011989194,1.4289113926769321,0.35722784816923303
2025-03-18,NVDA,0.0005077421665191,0.25,LONG,0.018106123,1.4289113926769321,0.35722784816923303
2025-03-18,MSFT,-0.0499713420867919,-0.25,SHORT,0.01121197,1.4289113926769321,-0.35722784816923303
2025-03-18,XOM,-0.0876806825399398,-0.25,SHORT,0.015575528,1.4289113926769321,-0.35722784816923303
2025-03-19,AAPL,0.0098830163478851,0.25,LONG,-0.0052963193,1.4524467063914364,0.3631116765978591
2025-03-19,NVDA,-0.0045772641897201,0.25,LONG,0.008594368,1.4524467063914364,0.3631116765978591
2025-03-19,META,-0.0519322454929351,-0.25,SHORT,0.0033217059,1.4524467063914364,-0.3631116765978591
2025-03-19,XOM,-0.0853332728147506,-0.25,SHORT,0.0042457,1.4524467063914364,-0.3631116765978591
2025-03-20,AAPL,0.0095940828323364,0.25,LONG,0.019476773,1.453965554330609,0.36349138858265223
2025-03-20,GOOGL,-0.0093868374824523,0.25,LONG,0.0073096706,1.453965554330609,0.36349138858265223
2025-03-20,META,-0.0563953518867492,-0.25,SHORT,0.017491288,1.453965554330609,-0.36349138858265223
2025-03-20,XOM,-0.0834051668643951,-0.25,SHORT,-0.003451209,1.453965554330609,-0.36349138858265223
2025-03-21,AAPL,0.0083549320697784,0.25,LONG,0.011270445,1.4488551195479613,0.36221377988699033
2025-03-21,GOOGL,-0.0098190903663635,0.25,LONG,0.022501405,1.4488551195479613,0.36221377988699033
2025-03-21,META,-0.0626209378242492,-0.25,SHORT,0.03790346,1.4488551195479613,-0.36221377988699033
2025-03-21,XOM,-0.0899889394640922,-0.25,SHORT,0.002597388,1.4488551195479613,-0.36221377988699033
2025-03-24,AAPL,0.0006929636001586,0.25,LONG,0.013681818,1.4495740819456218,0.36239352048640544
2025-03-24,GOOGL,-0.0162848681211471,0.25,LONG,0.017175622,1.4495740819456218,0.36239352048640544
2025-03-24,META,-0.0738790035247802,-0.25,SHORT,0.012054749,1.4495740819456218,-0.36239352048640544
2025-03-24,XOM,-0.0885849148035049,-0.25,SHORT,0.006821991,1.4495740819456218,-0.36239352048640544
2025-03-25,AAPL,-0.0064100325107574,0.25,LONG,-0.009921685,1.44344298351242,0.360860745878105
2025-03-25,GOOGL,-0.0210800915956497,0.25,LONG,-0.03224676,1.44344298351242,0.360860745878105
2025-03-25,META,-0.0780270770192146,-0.25,SHORT,-0.024476724,1.44344298351242,-0.360860745878105
2025-03-25,XOM,-0.0887336283922195,-0.25,SHORT,0.014409487,1.44344298351242,-0.360860745878105
2025-03-26,AAPL,-0.0116282850503921,0.25,LONG,0.010472688,1.441710014582213,0.36042750364555326
2025-03-26,NVDA,-0.0138930827379226,0.25,LONG,-0.020481683,1.441710014582213,0.36042750364555326
2025-03-26,META,-0.0751504004001617,-0.25,SHORT,-0.013748351,1.441710014582213,-0.36042750364555326
2025-03-26,XOM,-0.0901477485895156,-0.25,SHORT,-0.003212884,1.441710014582213,-0.36042750364555326
2025-03-27,NVDA,-0.0098614394664764,0.25,LONG,-0.01579464,1.5,0.375
2025-03-27,AVGO,-0.0171581506729125,0.25,LONG,-0.01668704,1.5,0.375
2025-03-27,META,-0.0741390287876129,-0.25,SHORT,-0.042882264,1.5,-0.375
2025-03-27,XOM,-0.0912892892956733,-0.25,SHORT,-0.0013572215,1.5,-0.375
2025-03-28,NVDA,-0.0005653202533721,0.25,LONG,-0.011762592,1.5,0.375
2025-03-28,AVGO,-0.006065011024475,0.25,LONG,-0.0099929,1.5,0.375
2025-03-28,META,-0.0641838461160659,-0.25,SHORT,-0.00065889594,1.5,-0.375
2025-03-28,XOM,-0.0915378704667091,-0.25,SHORT,0.010192758,1.5,-0.375
2025-03-31,NVDA,0.0054893791675567,0.25,LONG,0.016331509,1.5,0.375
2025-03-31,AVGO,-0.0010593980550765,0.25,LONG,0.0065102642,1.5,0.375
2025-03-31,META,-0.0615966320037841,-0.25,SHORT,0.01672579,1.5,-0.375
2025-03-31,XOM,-0.0936463326215744,-0.25,SHORT,0.00092491775,1.5,-0.375
2025-04-01,NVDA,0.0019130408763885,0.25,LONG,0.002451035,1.5,0.375
2025-04-01,AVGO,-0.0028464794158935,0.25,LONG,0.021184307,1.5,0.375
2025-04-01,META,-0.0676173493266105,-0.25,SHORT,-0.0035324127,1.5,-0.375
2025-04-01,XOM,-0.0904242098331451,-0.25,SHORT,-0.0031082,1.5,-0.375
2025-04-02,NVDA,0.0020781457424163,0.25,LONG,-0.07806548,1.5,0.375
2025-04-02,AVGO,-0.0042253732681274,0.25,LONG,-0.1050613,1.5,0.375
2025-04-02,TSLA,-0.0690032988786697,-0.25,SHORT,-0.05474611,1.5,-0.375
2025-04-02,XOM,-0.0908874943852424,-0.25,SHORT,-0.05258279,1.5,-0.375
2025-04-03,NVDA,0.0212067365646362,0.25,LONG,-0.07357566,1.5,0.375
2025-04-03,AVGO,0.0108202546834945,0.25,LONG,-0.05012667,1.5,0.375
2025-04-03,TSLA,-0.0701105743646621,-0.25,SHORT,-0.10419787,1.5,-0.375
2025-04-03,XOM,-0.0948038399219513,-0.25,SHORT,-0.07195596,1.5,-0.375
2025-04-04,NVDA,0.0412707328796386,0.25,LONG,0.035309106,1.5,0.375
2025-04-04,AVGO,0.027874156832695,0.25,LONG,0.053660616,1.5,0.375
2025-04-04,TSLA,-0.0533519387245178,-0.25,SHORT,-0.025644237,1.5,-0.375
2025-04-04,XOM,-0.0813075974583625,-0.25,SHORT,-0.013417549,1.5,-0.375
2025-04-07,NVDA,0.0408963561058044,0.25,LONG,-0.013723911,1.41565476793779,0.3539136919844475
2025-04-07,AAPL,0.0193112939596176,0.25,LONG,-0.049817998,1.41565476793779,0.3539136919844475
2025-04-07,TSLA,-0.0458199977874755,-0.25,SHORT,-0.048994783,1.41565476793779,-0.3539136919844475
2025-04-07,XOM,-0.0711624473333358,-0.25,SHORT,-0.0210803,1.41565476793779,-0.3539136919844475
2025-04-08,NVDA,0.0446740090847015,0.25,LONG,0.1872274,1.4546144512225956,0.3636536128056489
2025-04-08,AAPL,0.0297073572874069,0.25,LONG,0.1532884,1.4546144512225956,0.3636536128056489
2025-04-08,TSLA,-0.0399820655584335,-0.25,SHORT,0.22689989,1.4546144512225956,-0.3636536128056489
2025-04-08,XOM,-0.058408498764038,-0.25,SHORT,0.049915675,1.4546144512225956,-0.3636536128056489
2025-04-09,NVDA,0.0150323063135147,0.25,LONG,-0.059127104,1.487145988811149,0.3717864972027872
2025-04-09,AAPL,0.0097003430128097,0.25,LONG,-0.04239383,1.487145988811149,0.3717864972027872
2025-04-09,TSLA,-0.0506480783224105,-0.25,SHORT,-0.0727407,1.487145988811149,-0.3717864972027872
2025-04-09,XOM,-0.0607076585292816,-0.25,SHORT,-0.055482037,1.487145988811149,-0.3717864972027872
2025-04-10,NVDA,0.0199728906154632,0.25,LONG,0.031235473,1.493911241235034,0.3734778103087585
2025-04-10,AAPL,0.011991798877716,0.25,LONG,0.040594526,1.493911241235034,0.3734778103087585
2025-04-10,XOM,-0.049511969089508,-0.25,SHORT,0.032122456,1.493911241235034,-0.3734778103087585
2025-04-10,META,-0.0495672971010208,-0.25,SHORT,-0.0049789576,1.493911241235034,-0.3734778103087585
2025-04-11,NVDA,0.0086150169372558,0.25,LONG,-0.001983212,1.4674283728006003,0.3668570932001501
2025-04-11,AAPL,-0.0032705962657928,0.25,LONG,0.022054112,1.4674283728006003,0.3668570932001501
2025-04-11,META,-0.0553502738475799,-0.25,SHORT,-0.022241885,1.4674283728006003,-0.3668570932001501
2025-04-11,JPM,-0.0579387247562408,-0.25,SHORT,-0.00626586,1.4674283728006003,-0.3668570932001501
2025-04-14,NVDA,0.0001886785030364,0.25,LONG,0.013458586,1.4798228601388315,0.36995571503470787
2025-04-14,AAPL,-0.0173809379339218,0.25,LONG,-0.0018764002,1.4798228601388315,0.36995571503470787
2025-04-14,META,-0.0592290461063385,-0.25,SHORT,-0.018739952,1.4798228601388315,-0.36995571503470787
2025-04-14,JPM,-0.0616820156574249,-0.25,SHORT,-0.0067740306,1.4798228601388315,-0.36995571503470787
2025-04-15,NVDA,-0.0050904601812362,0.25,LONG,-0.06871651,1.5,0.375
2025-04-15,AAPL,-0.0193711370229721,0.25,LONG,-0.03893346,1.5,0.375
2025-04-15,META,-0.0573257505893707,-0.25,SHORT,-0.03683478,1.5,-0.375
2025-04-15,JPM,-0.0602566748857498,-0.25,SHORT,-0.0150988,1.5,-0.375
2025-04-16,NVDA,0.0062890946865081,0.25,LONG,-0.028710965,1.4066216906605822,0.35165542266514555
2025-04-16,AAPL,-0.0138898193836212,0.25,LONG,0.01394967,1.4066216906605822,0.35165542266514555
2025-04-16,META,-0.0515659153461456,-0.25,SHORT,-0.0016523205,1.4066216906605822,-0.35165542266514555
2025-04-16,JPM,-0.0563095808029174,-0.25,SHORT,0.010234742,1.4066216906605822,-0.35165542266514555
2025-04-17,NVDA,0.0042914897203445,0.25,LONG,-0.045127477,1.3877387888146089,0.3469346972036522
2025-04-17,GOOGL,-0.0192107260227203,0.25,LONG,-0.023088228,1.3877387888146089,0.3469346972036522
2025-04-17,XOM,-0.0564593076705932,-0.25,SHORT,-0.014683741,1.3877387888146089,-0.3469346972036522
2025-04-17,JPM,-0.0581163167953491,-0.25,SHORT,-0.012803966,1.3877387888146089,-0.3469346972036522
2025-04-21,NVDA,0.0094676315784454,0.25,LONG,0.020431193,1.3413816987054599,0.33534542467636497
2025-04-21,GOOGL,-0.0162945836782455,0.25,LONG,0.025733076,1.3413816987054599,0.33534542467636497
2025-04-21,XOM,-0.0606172978878021,-0.25,SHORT,0.02800187,1.3413816987054599,-0.33534542467636497
2025-04-21,JPM,-0.0614224970340728,-0.25,SHORT,0.0288222,1.3413816987054599,-0.33534542467636497
2025-04-22,NVDA,0.0012167394161224,0.25,LONG,0.03862882,1.3389963292559157,0.33474908231397893
2025-04-22,GOOGL,-0.0236692130565643,0.25,LONG,0.025615828,1.3389963292559157,0.33474908231397893
2025-04-22,XOM,-0.0664877071976661,-0.25,SHORT,-0.008587314,1.3389963292559157,-0.33474908231397893
2025-04-22,JPM,-0.0666949152946472,-0.25,SHORT,0.02245429,1.3389963292559157,-0.33474908231397893
2025-04-23,NVDA,-0.0109971463680267,0.25,LONG,0.03621846,1.315189608755507,0.32879740218887676
2025-04-23,GOOGL,-0.0310726165771484,0.25,LONG,0.02529766,1.315189608755507,0.32879740218887676
2025-04-23,XOM,-0.0688240006566047,-0.25,SHORT,0.011735117,1.315189608755507,-0.32879740218887676
2025-04-23,JPM,-0.0701895058155059,-0.25,SHORT,0.015609401,1.315189608755507,-0.32879740218887676
2025-04-24,NVDA,-0.0155669301748275,0.25,LONG,0.04303308,1.3414647294614641,0.33536618236536603
2025-04-24,GOOGL,-0.0342244207859039,0.25,LONG,0.016825644,1.3414647294614641,0.33536618236536603
2025-04-24,XOM,-0.0688018351793289,-0.25,SHORT,-0.0005523895,1.3414647294614641,-0.33536618236536603
2025-04-24,JPM,-0.0688954293727874,-0.25,SHORT,-0.0044555115,1.3414647294614641,-0.33536618236536603
2025-04-25,NVDA,-0.022200733423233,0.25,LONG,-0.02053873,1.3075411865499649,0.3268852966374912
2025-04-25,GOOGL,-0.0360040366649627,0.25,LONG,-0.00833533,1.3075411865499649,0.3268852966374912
2025-04-25,JPM,-0.0667253211140632,-0.25,SHORT,-0.0013549473,1.3075411865499649,-0.3268852966374912
2025-04-25,XOM,-0.0709854364395141,-0.25,SHORT,0.0005526948,1.3075411865499649,-0.3268852966374912
2025-04-28,NVDA,-0.0148466378450393,0.25,LONG,0.0026670685,1.278423633769207,0.31960590844230174
2025-04-28,GOOGL,-0.0332089513540267,0.25,LONG,-0.0028019245,1.278423633769207,0.31960590844230174
2025-04-28,JPM,-0.0635198205709457,-0.25,SHORT,0.005756012,1.278423633769207,-0.31960590844230174
2025-04-28,XOM,-0.0725262239575386,-0.25,SHORT,-0.0024854583,1.278423633769207,-0.31960590844230174
2025-04-29,NVDA,-0.0124227702617645,0.25,LONG,-0.000917247,1.305862021337564,0.326465505334391
2025-04-29,GOOGL,-0.0317023694515228,0.25,LONG,-0.008491419,1.305862021337564,0.326465505334391
2025-04-29,META,-0.0618378445506095,-0.25,SHORT,-0.009811757,1.305862021337564,-0.326465505334391
2025-04-29,XOM,-0.0749874114990234,-0.25,SHORT,-0.025193837,1.305862021337564,-0.326465505334391
2025-04-30,NVDA,-0.0078160017728805,0.25,LONG,0.024697047,1.3075910235281945,0.3268977558820486
2025-04-30,GOOGL,-0.0298369377851486,0.25,LONG,0.015743017,1.3075910235281945,0.3268977558820486
2025-04-30,JPM,-0.0596492290496826,-0.25,SHORT,0.009279812,1.3075910235281945,-0.3268977558820486
2025-04-30,XOM,-0.0769722759723663,-0.25,SHORT,0.0014200433,1.3075910235281945,-0.3268977558820486
2025-05-01,NVDA,-0.0119398534297943,0.25,LONG,0.025893794,1.3077698475074433,0.3269424618768608
2025-05-01,GOOGL,-0.033009648323059,0.25,LONG,0.016925065,1.3077698475074433,0.3269424618768608
2025-05-01,META,-0.0625465884804725,-0.25,SHORT,0.043358248,1.3077698475074433,-0.3269424618768608
2025-05-01,XOM,-0.0793215781450271,-0.25,SHORT,0.0040650233,1.3077698475074433,-0.3269424618768608
2025-05-02,NVDA,-0.0187750458717346,0.25,LONG,-0.0059388815,1.4585983375572475,0.3646495843893119
2025-05-02,GOOGL,-0.0374779105186462,0.25,LONG,0.0010972524,1.4585983375572475,0.3646495843893119
